43.914026,-73.10703
42.133642,-72.75029
42.673371,-72.73104
38.413384,-82.277401
40.352943,-80.55585
27.335023,-82.537169
27.995287,-81.259332
33.862349,-85.89512
35.616935,-86.39629
39.665171,-77.17264
37.916172,-76.90656
38.398049,-79.00071
39.197119,-76.75178
36.38846,-81.00733
35.511094,-82.99607
34.911469,-82.25178
37.213189,-82.29759
36.953228,-82.79025
30.460373,-97.3935
33.425342,-102.16505
44.20528,-108.92718
30.51589,-91.080373
32.607556,-93.75256
35.819261,-91.88291
35.910408,-96.57768
35.132004,-107.36564
35.044339,-106.672872
36.067495,-115.26039
33.986212,-118.37099
47.151297,-122.567631
34.164255,-118.54472
33.752886,-116.055617
33.619221,-117.93087
33.869114,-117.92985
34.01528,-95.20104
32.771419,-97.291484
43.135267,-116.46584
40.353133,-83.26289
42.270426,-90.31077
39.260862,-89.926068
43.766208,-93.56339
44.409616,-103.46597
39.61753,-85.88003
39.62068,-86.15126
41.301049,-86.1114
38.867886,-87.30865
42.938891,-83.29409
46.33614,-84.43525
42.592086,-71.43754
41.805219,-70.62642
38.227604,-89.650381
45.902998,-95.88297
46.934596,-97.229718
39.749457,-89.606017
40.024499,-94.551058
35.829657,-93.8354
35.050671,-98.23984
33.593213,-102.362709
44.738812,-120.75257
47.242186,-122.35916
47.066193,-122.113223
47.066193,-122.113223
34.44654,-117.63411
36.097705,-106.04254
33.758216,-118.36425
35.748414,-89.032672
32.753234,-90.73846
39.352687,-84.78591
39.258124,-84.58733
26.62365,-81.8727
42.088117,-90.83793
35.943598,-87.28991
35.290428,-89.232185
27.891809,-82.724763
41.404263,-75.23826
34.110042,-91.70488
42.375237,-83.07837
44.959237,-94.88831
37.113248,-83.24326
44.405334,-85.71981
41.330967,-92.34521
32.754635,-81.63543
39.564499,-75.597047
39.094126,-75.87294
43.041866,-76.1032
40.324535,-80.03864
42.182748,-80.064915
26.279108,-80.11319
28.065552,-82.14506
39.593612,-75.947332
38.831813,-77.288755
36.830748,-76.31369
42.430781,-71.45594
42.921791,-72.00547
44.408078,-70.470703
17.993803,-66.26534
42.18942,-74.99219
30.36007,-84.97668
28.001394,-82.74549
38.893311,-77.014647
